@relation autores

@attribute texto string
@attribute class-att {franciscoz, fabiolag, fernandob}


@data
"El Presidente seguirá en su cargo el resto de su mandato, como se sabía de antemano y nadie había puesto en duda, pero no salió fortalecido como esperaba. Al contrario. En 2018 tuvo más de 30 millones de votos. A menos de cuatro años de distancia perdió la mitad de su votación y obtuvo 6 millones menos de votos que la coalición oficialista en 2021. La tendencia es clara. Y eso que ahora cuenta con 18 gobernadores que no tenía entonces y que puso a operar, además de 21 millones de personas que reciben programas sociales y a quienes se les engañó con la mentira de que sus apoyos peligraban si no era -€œratificado-€ el mandatario. Por eso fue notoria la alta participación de adultos mayores.", fernandob
"Morena celebró su -€œtriunfo-€ con caras de velorio y López Obrador no escatimó maromas para tratar de convencer que el desaire ciudadano al ejercicio fue en realidad un -€œtriunfo histórico-€, mientras la oposición midió la fuerza electoral de la estructura estatal y ya olfateó la posibilidad de vencer en 2024.", fernandob
"El Presidente también cantó victoria porque la SCJN no determinó la inconstitucionalidad de la ley eléctrica, debido a que la peculiar forma de contar los votos de Arturo Zaldívar mantuvo siempre la minoría necesaria de cuatro para dejar el asunto indefinido, lo que mantiene abierto el camino de los amparos.", fernandob
"La Corte sufrió un fuerte desgaste para que todo siguiera casi igual, pero lo sucedido fue suficiente para alejar a nuevos inversionistas ante la incertidumbre, misma que se mantendrá con el previsible rechazo a la reforma constitucional del Congreso, y enconar aún más la tensa relación con Estados Unidos por las claras violaciones al T-MEC.", fernandob
"Más victorias como éstas, Andrés Manuel, y regresarás a tu rancho en Palenque, como prometiste, después de entregarle la banda a un opositor.", fernandob
"La ley marca los límites al gobernante. No sólo está obligado a cumplirla, tiene el impedimento legal de hacer todo aquello que la norma no lo faculta. Pero el hecho es que vemos a funcionarios de primer nivel realizar actividades que tienen expresamente prohibidas en la legislación, ignorando llamados y resoluciones de las autoridades electorales, llegando incluso a amenazarlas.", fernandob
"Nada justifica que servidores públicos violen la ley y no sobra recordar que ésta fue aprobada por el partido al que pertenecen. Morena estableció prohibiciones terminantes a gobiernos y partidos en la promoción de la consulta de revocación. Cuando vieron que la inmensa mayoría de la oposición no mordió el anzuelo y optó por hacer vacío al ejercicio, se preocuparon por la previsible escasa participación en un proceso que carece de interés ciudadano; entonces ya no les gustó lo que legislaron. Pero eso no les quita la responsabilidad de cumplirla.", fernandob
"Pasaron de la burda y deficiente simulación a la más grosera y prepotente violación de la Constitución. Una organización hechiza dio la cara para entregar las firmas acopiadas con estructuras partidarias y gubernamentales, no se sabe cómo se financió dicha tarea ni tampoco la infinidad de espectaculares, bardas, publicidad en el transporte público y volantes que llaman a votar por la permanencia del actual titular del Ejecutivo y hasta funcionarios y legisladores de Morena pidieron licencia con el propósito de hacer campaña.", fernandob
"Pero para el Presidente nada de eso es suficiente. Por eso aprobaron en el Congreso, al vapor y en pleno proceso, un decreto que interpreta la propaganda gubernamental establecida en el artículo 134 de la carta magna, de tal suerte que gobernantes, diputados y senadores quedaran en libertad de hacer abierto proselitismo. Sólo que la maniobra era tan grotescamente inconstitucional que el TEPJF la echó abajo casi de inmediato. Ante ello, el régimen optó por pasar encima de las prohibiciones con descaro y retar a las autoridades electorales que están obligadas a señalar y sancionar las faltas.", fernandob
"Todavía hace unos días, el presidente López Obrador aceptó a regañadientes bajar el informe en el Zócalo de sus redes y publicar la resolución del TEPJF que se lo mandató. Pero el juego del estira y afloja, haciéndose el desentendido que viola la ley por desconocimiento y victimizándose por las medidas cautelares del INE, acabó con los actos del fin de semana que escalaron el conflicto.", fernandob
"El secretario de Gobernación, Adán Augusto López, fue a Sonora y Coahuila a hacer proselitismo abierto, retó a que lo sancionaran y advirtió a consejeros y magistrados que saldrán del cargo -€œcon la cola entre las piernas-€ antes de 2024 con la reforma electoral que enviarán en el actual periodo de sesiones. No cuidó las formas, se trasladó en avión militar de la Guardia Nacional con el jefe de ésta y el dirigente nacional de Morena para acudir a un evento partidario. Sin duda que es un destape que lo mete en la carrera por la sucesión y le gana simpatías con los sectores duros del obradorismo, pero las consecuencias de que el encargado de la gobernabilidad del país viole con desparpajo las leyes y se confronte de esa manera con las autoridades electorales serán muy perniciosas.", fernandob
"Desde que negaron recursos para organizar la consulta de revocación al INE, a pesar de que el ejercicio es prioridad para el Presidente y su partido, se anticipaba la celada contra el árbitro. El oficialismo no tiene los votos para hacer la limpia que establecen, pero el planteamiento dará pie para que desde el poder se denuncie sin pruebas un fraude electoral en ciernes, al estilo de Donald Trump y Jair Bolsonaro, y así abrir una ventana al desconocimiento de los resultados en la elección presidencial. Además, si la mera acusación de parcialidad ya dio pretexto para violar la ley y sacar ventajas indebidas, -¿por qué no harían lo mismo en 2024?", fernandob
"Malos presagios para un país cuyos problemas se agudizan y la situación política se descompone por la sucesión adelantada, los conflictos palaciegos desbordados y un gobierno que ha decidido romper puentes, fundiendo al interlocutor con la oposición y declarándole la guerra al órgano electoral.", fernandob
"No hay debate posible cuando el detractor es descalificado de antemano. Tampoco puede haber diálogo si al interlocutor se le niega legitimidad para plantear sus puntos de vista. Peor aún si el escarnio es la respuesta automática a la crítica y no se diga cuando tales actitudes de intolerancia provienen del gobierno.", fernandob
"El resultado es una discusión pública degradada en la que se intimida la libre expresión de las ideas y las ofensas toman el lugar de los argumentos. De esa lamentable cotidianidad no se salva nadie, como lo acabamos de constatar con las respuestas del presidente y la Semarnat al video de reconocidos artistas que alertan sobre los daños ecológicos que la construcción del Tren Maya está ocasionando en la Península de Yucatán.", fernandob
"En lugar de datos, conocimientos técnicos y evidencia, lo que vimos de parte de las autoridades ante la legítima preocupación por el futuro de un hábitat de enorme biodiversidad y acuíferos subterráneos con secretos milenarios fue la acostumbrada agresión conspiranoica. Cuestionar la ruta de un tramo de la obra fue suficiente para ser tachados de enemigos corrompidos por intereses oscuros que se oponen a la supuesta transformación que se está llevando a cabo y quieren sabotear a quien asegura representar al pueblo.", fernandob
"Como bien sabemos, las pruebas de los dichos salen sobrando. Basta y sobra la acusación desde el púlpito mañanero para desencadenar el linchamiento contra los que osaron llamar a rectificar o, al menos, abrir un espacio de reflexión con estudios y opiniones expertas para evitar consecuencias irreparables en lo que tardó cientos de siglos en formarse.", fernandob
"El asunto no es menor y merecería una discusión seria, pero desde el poder se cultiva el credo de la infalibilidad de la voluntad presidencial. Por eso desde el Ejecutivo los contrapesos son combatidos, las leyes ignoradas, los órganos autónomos sometidos u hostigados y los críticos anatemizados.", fernandob
"Para los inquisidores del régimen nadie tiene las credenciales para discrepar del mandatario. Por eso preguntan retóricamente dónde estaban los que osan cuestionarlo cuando, según su narrativa, estaban dando una batalla heroica contra la depredación y el saqueo cometidos por los gobiernos anteriores. Que muchos de los miembros del -€œmovimiento-€ hayan pertenecido a los partidos satanizados, incluso en años recientes, es algo que no parece importar porque, así como condenan con prejuicios, absuelven y redimen a sus conversos de un plumazo. El propio Andrés Manuel López Obrador todavía pertenecía al PRI cuando la caída del sistema que protagonizó Manuel Bartlett en 1988.", fernandob
"En suma, a nadie le reconocen autoridad moral para que sus opiniones sean tomadas en cuenta si difieren de las del presidente, no se diga si las objeciones se refieren a las obras insignia de la actual administración. El problema es que éstas se decidieron caprichosamente, recurriendo a la improvisación, de tal manera que los cuestionamientos, lejos de ser producto de un sabotaje a la gestión de López Obrador -como los quieren presentar- están basados en estudios que debieron realizarse antes de que se tomaran las decisiones.", fernandob
"Eugenio Derbez, Bárbara Mori, Rubén Albarrán, Natalia Lafourcade y otros hicieron un respetuoso llamado para que la ciencia resuelva el diferendo en un diálogo constructivo con ambientalistas. Es penoso que el gobierno lo haya tomado como agresión y en su airada respuesta no ofrecieran ninguna garantía de que no habrá graves afectaciones ecológicas con la construcción del tren más allá de las palabras que, como bien sabemos, se las lleva el viento.", fernandob
"Con el AIFA en Santa Lucía las consecuencias han sido y serán económicas. La refinería de Dos Bocas también es una mala inversión y no fue buena idea acabar con un manglar para construirla. Pero en ningún caso se comparan aquellos daños con los que puede ocasionar el Tren Maya en un ecosistema tan particular y prodigioso porque no habría remedio posible.", fernandob
"La promesa de plantar árboles en otro lado, así se cumpliera, no mitiga los riesgos y la opacidad de la obra alimenta la desconfianza. -¿Dónde están los estudios de impacto ambiental? -¿Qué espera el gobierno para presentarlos? Por ahí debemos comenzar.", fernandob
"No toda excepción es privilegio. En un país con Estado de derecho en el que se procura justicia al margen de los intereses del grupo en el poder, no habría razón para salvaguardar la labor de gobernantes y legisladores opositores de la persecución política. Por desgracia, dicho ideal está lejos de ser el caso de México, tal y como lo demuestra la evidencia reciente. La facilidad con la que suspendieron de sus funciones a la alcaldesa de Cuauhtémoc, Sandra Cuevas, perfilando su destitución por ausencia definitiva debe prender alarmas en todo el país.", fernandob
"Cuando Andrés Manuel López Obrador era jefe de Gobierno, quisieron procesarlo penalmente por violar un amparo en la construcción de una calle. La desproporcionada medida fue interpretada por gran parte de la opinión pública como una forma de sacarlo de la contienda por la sucesión, lo que generó un movimiento social que se opuso a la medida, logrando que no pisara la cárcel y siguiera gobernando la capital. Pero eso sucedió gracias a que contaba con fuero, el cual le permitió defenderse antes de que se consumara su destitución y puesta a disposición.", fernandob
"La costumbre de legislar la utopía, ignorando resabios y pulsiones autoritarias que siguen patentes en la lucha política, eliminó el fuero en la Constitución de la CDMX. Y ahora vemos a algunos de los que se opusieron a aquella pretensión de desaforar a López Obrador, promover una destitución fast track de quien obtuvo 120 mil votos de los ciudadanos de la Cuauhtémoc por una acusación más absurda que la de entonces. Antes de ser escuchada en audiencia, Sandra Cuevas fue suspendida de sus funciones como medida cautelar dictada por la jueza a solicitud de la fiscalía, medida que, como era de esperarse, se ratificó al ser vinculada a proceso.", fernandob
"La investigación se cerrará en dos meses, el término que estipula la ley para sancionar la ausencia definitiva de la alcaldesa y convocar a nuevas elecciones. Todo indica que se está actuando por consigna. Dos policías adscritos a la Secretaría de Seguridad Pública del gobierno de Claudia Sheinbaum aseguran haber sido privados de su libertad, despojados de sus radios y discriminados por la acusada sin presentar más prueba que su testimonio. Eso bastó para llevar a cabo la indagatoria más rápida de esta administración y dejar a los habitantes de la alcaldía sin su gobernante electa en lo que hacen las averiguaciones, con la clara intención de arrebatar con denuncias judiciales lo que perdieron en las urnas.", fernandob
"En el mismo texto constitucional que acabó con el fuero, se establece la autonomía de la fiscalía, pero tuvieron que modificarlo para permitir que su actual titular, Ernestina Godoy, fuera nombrada cuando era diputada de Morena en el Congreso de la CDMX. Pero la cercanía política con la jefa de Gobierno no es la única razón para poner en duda el manejo imparcial de la procuración de justicia en la ciudad.", fernandob
"El pleno de la SCJN está por discutir un nuevo proyecto respecto al amparo de Alejandra Cuevas y Laura Morán, acusadas por el fiscal general, Alejandro Gertz Manero, de tener responsabilidad en la muerte de su hermano. Se espera que les sea concedido y la primera recupere su libertad, pues los 11 ministros coincidieron en la existencia de graves violaciones a los derechos de las imputadas y algunos hicieron hincapié en que fueron acusadas por un delito inexistente. Vale la pena tener presente que fue la fiscalía capitalina la que solicitó esas órdenes de aprehensión concedidas por una jueza. Ahora la historia parece repetirse con otra Cuevas de nombre Sandra.", fernandob
"Estamos cerca de que se cumpla un año del colapso en la Línea 12 y no hay ningún detenido y el uso -€œcuasiexperimental-€ de ivermectina en miles de pacientes covid de la CDMX que ignoraban estar recibiendo un tratamiento no probado parece archivado; pero las prisas surgen para imputar en menos de un mes a quien gobierna donde vive el presidente López Obrador, a pesar de lo improbable que resulta que una mujer de 1.60 de estatura pueda maltratar a dos uniformados con la prepotencia que éstos afirman.", fernandob
"Lo más grave es el precedente. Si así de fácil se puede procesar y quitar del cargo a una gobernante de oposición, -¿quién sigue?", fernandob
"Las teorías de la conspiración son herramienta privilegiada del populismo en el poder. Recurren a ellas de manera cotidiana, pues adversarios perversos dispuestos a cualquier cosa para volver a someter al pueblo, que aseguran haber liberado esa parte central de la narrativa con la que pretenden legitimar su acción política. Sirven, pues, a la estrategia de polarización, la cual necesita recordar de manera permanente quiénes son los enemigos y la amenaza que representan.", fernandob
"Pero ese mensaje reiterado, en sí pernicioso, se vuelve aún más grave si la paranoia es genuina, es decir, si el líder efectivamente está convencido de que fuerzas oscuras acosan sin miramientos a su gobierno y cree verlas en todas partes y en cada problema. Ã‰se parece ser el caso de México, donde la desmesura en las reacciones presidenciales denotan un estado de ánimo exaltado, propio de quien se siente arrinconado y bajo asedio.", fernandob
"Si usar la mañanera para dar a conocer supuestos ingresos de un comunicador fue un exceso injustificable, responder al Parlamento Europeo con ofensas y descalificaciones a los eurodiputados que expresaron preocupación por el asesinato de periodistas en el país es un despropósito que echa por tierra la sólida tradición de la diplomacia mexicana. El titular del Ejecutivo no debiera reaccionar con arrebatos, el poder que concentra y el peso de sus palabras requieren prudencia y responsabilidad.", fernandob
"El predominio de la destemplada- hybris- en la máxima autoridad política preocupa además porque no se avizora ningún atisbo de conciencia de los límites rebasados ni mucho menos se percibe voluntad de rectificación. Al contrario, la insistencia en una supuesta conflagración con fines golpistas da la coartada para seguir por la misma ruta, superándose en cada desplante y desentendiéndose de la ley. Si los adversarios quieren tumbarlo a la mala, todo está permitido para impedirlo. Ã‰sa siempre es la ruta de los gobiernos conspiranoicos.", fernandob
"Alegar golpismo permite victimizarse y eludir la responsabilidad de problemas agravados y no resueltos para transferirla a los señalados como enemigos del pueblo. Mueve los hilos de resentimientos arraigados, buscando que la indignación por la difícil situación que se vive sea dirigida hacia la oposición al régimen. Ese manual de propaganda que estuvo en boga con las tiranías del siglo pasado ha regresado con fuerza en los populismos empoderados de la posguerra fría. Por eso escuchamos mil veces las mismas mentiras.", fernandob
"El presidente Andrés Manuel López Obrador acusa -€œgolpe blando-€ en las críticas que recibe su gobierno, así como en los reportajes periodísticos que revelan conflictos de interés o francos actos de corrupción. Para él, la prensa que no es abiertamente militante es simuladora, por eso ha dicho que no hay peor periodismo que el que se dice independiente. Lo dice porque considera que es ineludible tomar partido a favor o en contra de su llamada -€œtransformación-€ y que todo lo que se diga o revele fortalece o debilita su proyecto. -€œSon tiempos de definiciones-€, asegura, y sólo es tolerable la alabanza.", fernandob
"Pero esa posición es también una confesión. -¿Acaso él no fue el opositor que cuestionaba por sistema todo lo que hacían los gobiernos anteriores? Si hay alguna diferencia es que aquéllos estaban abiertos a dialogar, negociar y acordar mientras que con la presente administración sólo existe la opción de someterse o ser estigmatizado como golpista, aun cuando sus posiciones sean más flexibles que las que tuvo Morena antes de llegar al poder. -¿Será que aquél era -€œgolpismo legítimo-€?- ", fernandob
"No deja de ser curioso que los señalados como golpistas poderosos, al grado de operar resoluciones del Parlamento Europeo en torno a los derechos humanos en México, plantean explícitamente que el Presidente termine su periodo por el que fue electo, desairando el ejercicio de revocación en marcha. Pero ésta, como muchas otras, no es una discusión racional. El hombre más poderoso del país está persuadido de ser asediado por infinidad de complots inconfesables. Baste revisar los avatares de otros gobernantes paranoicos para entender el enorme peligro que tales temores entrañan. Más nos vale que en esta ocasión la historia sea diferente.", fernandob
"Temo pensar en lo que nos falta por ver, se han vuelto terrenales los círculos del infierno de Dante. Dirán que ésa es la constante en las guerras, pero formalmente en México vivimos en paz. Sin embargo, la realidad nos golpea todo los días con imágenes aterradoras que, por desgracia, se han normalizado, estirando el umbral de asombro. Pero mirar tales escenas en algo tan cercano, masivo y familiar como un estadio de futbol fue una sacudida incluso para los más endurecidos.", fernandob
"El salvajismo irrumpió con desenfreno en el espectáculo deportivo más popular y rentable del país. El impacto fue tal que desplazó del centro de la conversación pública al candente escándalo por el espionaje al fiscal Gertz Manero y las grabaciones filtradas sobre su litigio familiar. Es verdad que la violencia en los estadios no es nueva, pero la magnitud de lo ocurrido y los niveles de saña inclemente difundidos al momento por redes sociales rebasaron cualquier precedente. Frente a ello es comprensible preguntarse: -¿quién nos protege?, -¿quién está a salvo?, -¿qué sigue?", fernandob
"El salto cualitativo podría explicarse con la versión circulada de que el crimen organizado ha penetrado barras de animación de los equipos y que lo acontecido en el estadio La Corregidora fue en realidad un ajuste de cuentas entre bandas rivales, lo que explicaría la réplica de ciertos códigos como desnudar a las víctimas inconscientes. Dicha línea de investigación resulta plausible porque la estrategia de la presente administración es la de eludir la confrontación directa con los grupos delincuenciales y atacar las causas sociales del delito -€“aunque sin mucho éxito, pues la pobreza ha crecido. Si al crimen no se le contiene y combate, se extiende.", fernandob
"Es bizantina la discusión sobre si hubo fusilamiento en San José de Gracia o se trató de una -€œmultiejecución-€, el tema es el desprecio por la vida y la dignidad humanas. Eso es lo que llevamos tres lustros constatando y es lo que acabamos de ver en el estadio de Querétaro. Esos hechos no se dieron por generación espontánea, germinaron en nuestra sociedad. La interminable repetición de este tipo de eventos ominosos es una derrota cultural y civilizatoria, pero también síntoma de descomposición y hartazgo social. Por eso juega con fuego quien apuesta a polarizar como estrategia político-electoral desde el poder; la pradera está seca y se engaña quien cree que podría controlar sus llamas.", fernandob
"No hay incentivo más perverso que la impunidad. La inmensa mayoría de los crímenes quedan sin castigo, incluyendo los de alto impacto. Y si los resultados no ayudan, un fiscal desgastado y sin credibilidad, menos. Lo sensato sería cambiar de estrategia de seguridad y al responsable en la procuración de justicia, pero estamos en el reino del capricho y de ese machismo político que cree que rectificar es señal de debilidad y significa otorgarle una victoria a los adversarios.", fernandob
"Si algún problema requiere de una política de Estado para enfrentarlo es precisamente el de la violencia desbordada. En tiempos de crisis como los que vivimos, sería de sentido común acordar una ruta común para salir adelante. Pero eso no va a pasar con este gobierno que prioriza el poder y el deseo de hegemonizarlo como grupo durante décadas. La sensatez se ha encarecido al punto de que los opositores y periodistas son tratados como enemigos del régimen, mientras los criminales reciben abrazos y comprensión por ser -€œvíctimas de la política neoliberal-€.", fernandob
"Que nadie dispute al poder su narrativa, lo demás es secundario, así se trate de vidas, quimios, escuelas de tiempo completo, etc. Disculpe usted los daños que le ocasiona la transformación, el cambio de época decretado vale cualquier sacrificio-€¦ aunque ni el Presidente sepa hacia dónde nos dirige. La condena unánime por lo ocurrido en La Corregidora tiene valor, pero no puede quedarse en indignación momentánea. Se necesitan aclarar muchas cosas, entre ellas si se trató de una agresión premeditada y cuál fue la actuación de los cuerpos de seguridad, dentro y fuera del estadio, así como detener a los agresores. La Federación Mexicana de Futbol también tiene el balón en su cancha: -¿qué va a hacer para evitar que se repita otra tragedia?", fernandob
"La propaganda es parte fundamental de la guerra. Busca culpar al enemigo de las hostilidades y de la tragedia humana que indefectiblemente trae consigo, de tal suerte que no es raro ver que se responsabilice a las víctimas de su desgracia. El ruido ya es ganancia para el lobo que pretende vestirse de oveja. Pero en el caso del conflicto en Europa del Este no hay espacio para la duda: Rusia atacó e invadió a Ucrania de manera unilateral y sin haber sufrido agresión previa.", fernandob
"No hay justificación para que una potencia haga a un lado el Derecho Internacional y desprecie los mecanismos multilaterales para resolver pacíficamente los conflictos. No la hubo con Estados Unidos en la invasión a Irak en 2003 y no la hay ahora, casi dos décadas después. Por eso, lo primero es condenar al invasor.", fernandob
"Eso no obsta para entender la complejidad del problema y fijarse en sus matices, la historia nunca es el campo de batalla entre ángeles y demonios. Pero lo que hoy está en juego es el derecho y la diplomacia como los mecanismos legítimos e indispensables para evitar guerras, y más nos vale reivindicarlos, si es que nos oponemos a un mundo en el que indefectiblemente prevalezca la voluntad del más fuerte.", fernandob
"El siglo XX sacrificó decenas de millones de vidas en el altar de líderes demagogos y supremacistas, aunque está visto que las generaciones, al igual que las personas, no experimentan en cabeza ajena y se vuelven a tropezar con la misma piedra. El populismo exalta los nacionalismos aunque éstos generan monstruos inclementes, tal y como se ha constatado una y otra vez. El odio no es propicio para soluciones negociadas.", fernandob
"Se acabó la Guerra Fría hace más de 30 años, pero se mantienen resabios de ese viejo orden mundial. Cinco países pueden vetar las resoluciones del Consejo de Seguridad de la ONU, lo cual nos habla de la necesidad de reformar el organismo para quitar ese aberrante privilegio. Sin embargo, al margen de ello, no debemos ser ingenuos, las armas nucleares que poseen son un poder fáctico para actuar con impunidad. Por eso es importante que eleven el costo político, comercial y financiero a Rusia por su ataque al margen del derecho.", fernandob
"Es cierto que otro resabio es la existencia de la OTAN, pero la invasión a Ucrania resultó el mejor argumento para mantenerla. Una potencia nuclear que agrede arbitrariamente a otra nación es una amenaza patente. Y es por demás desafortunado que Vladimir Putin use de pretexto la protección de poblaciones filorrusas en Donbás, a las que ya reconoció independencia, cuando Hitler utilizó ese mismo -€œargumento-€ para justificar el expansionismo alemán que provocó la Segunda Guerra Mundial.", fernandob
"No sólo eso, Putin acusa al gobierno ucraniano de -€œneonazi-€, aunque su presidente Volodímir Zelensky es judío. Por cierto, el mandatario ucraniano es rusoparlante y su posición más moderada que la de su antecesor, Petró Poroshenko, a quien derrotó electoralmente sin ser político de carrera; se dedicaba a la comedia televisiva y triunfó por el hartazgo social a la corrupción. Como suele suceder con los outsiders, su gobierno se movía en la contradicción, ineficiencia y ocurrencia, pero ante la emergencia, se creció al encabezar la resistencia a la invasión y hablarle a sus conciudadanos y al mundo con claridad y valentía, consolidando su liderazgo al grado de convertirse en emblema internacional y ganarle la guerra de la comunicación al gigante cibernético de la propaganda.", fernandob
"Vemos las consecuencias de una crisis no resuelta. En 2014, movilizaciones masivas derribaron al cleptócrata gobierno pro ruso de Víktor Yanukóvich. Rusia respondió invadiendo Crimea y promoviendo movimientos separatistas en Lungansk y Donetsk, lo cual generó eventos propios de una guerra civil en la región. Las pugnas nacionalistas son caldo de cultivo para la ultraderecha en ambos lados, pero Zelensky, con poco margen de maniobra, ha resistido a las posiciones extremas.", fernandob
"En realidad Putin cree que Ucrania pertenece históricamente a Rusia y que nunca le debieron conceder la independencia al disolver la URSS en 1991. Su megalomanía populista lo lleva desear el retorno del viejo imperio, pero encontró una resistencia que no esperaba. Goliat negociará con David.", fernandob
"No es magia, pero se parece. De pronto sucede algo que provoca una respuesta colectiva de mayor intensidad que la habitual y marca un parteaguas, la gota que derrama el vaso. La protesta deja de ser asunto de vanguardias politizadas y muchas personas se salen de su cotidianidad para participar y comprometerse con una causa. La lucha no se agota en el agravio que la provocó, lo rebasa y plantea otras demandas. Así nacen los movimientos y eso fue lo que ocurrió en el viernes negro del presidente Andrés Manuel López Obrador.", fernandob
"El abuso de poder contra periodistas fue la chispa, pero la molestia con el actual estilo personal de gobernar viene de tiempo atrás y no son pocos los agraviados. La diferencia no radica sólo en la fuerza con que la indignación se expresó, sino que la cancha es distinta porque el Presidente perdió el manejo de la conversación desde que el escándalo de Houston fue revelado y eso significa crisis para quien ha hecho de la comunicación la piedra angular de su gobierno. Y lo peor para el gobernante es que sus esfuerzos por desviar la atención y retomar el control de la agenda resultaron contraproducentes.", fernandob
"En esta ocasión, doblar la apuesta no fue buen control de daños. Abrió nuevos frentes, creó conflictos internacionales, exhibió sus animadversiones a grados inusitados, violó la ley de manera reiterada, presumió usar los instrumentos del Estado para sus disputas, amagó con extender su batalla hacia los familiares de sus adversarios, recurrió al expediente conspiranoico para victimizarse, se obcecó en exhibir supuestos ingresos del periodista que lo descolocó con el reportaje, pero el tema Houston no ha dejado de crecer.", fernandob
"La desesperación es mala consejera. No le ayudó confrontarse con Panamá, España y Austria, saltándose los canales diplomáticos, tampoco acusar -€œgolpismo-€ a quienes desairan la revocación y no buscan acortar su periodo mientras él militariza el país, mucho menos aún escalar la confrontación con la prensa. No es que haya una relación directa de los asesinatos de periodistas con sus descalificaciones e injurias contra opinadores, medios y comunicadores que lo incomodan, es que el acoso y estigma desde el poder aumenta la vulnerabilidad del gremio en momentos en que el gobierno debiera actuar para protegerlos.", fernandob
"No es sólo la incapacidad de cambiar de tema, es que el golpe pegó en el centro de su narrativa. La austeridad como moral pública que predicaba con regularidad se le revirtió con el estilo de vida en la mansión de Texas, difundida a través de la viralidad de las redes sociales. Los probables conflictos de interés y tráfico de influencias son discusión del llamado -€œcírculo rojo-€, pero la ostentación la asimilan todos. Los ataques a las aspiraciones de la clase media hoy suenan, lo mismo que los sermones franciscanos que llaman a despreciar los bienes materiales, hipócritas e inconsecuentes.", fernandob
"Al tratar de tapar sin éxito un conflicto de interés, revelaron otro y el hoyo sigue creciendo. Pero ésta no es sólo la enésima demostración de la incongruencia del discurso presidencial, mostrando que el combate a la corrupción es pura saliva, aquí hubo una respuesta ciudadana espontánea que expresa un punto de ruptura. Veamos el fenómeno como síntoma.", fernandob
"Desde la cuenta modesta de una organización de la sociedad civil se concitó el Space más exitoso de Twitter a nivel mundial, 64 mil personas se vieron reunidas al mismo tiempo en un diálogo virtual en el que entraron y salieron más de medio millón en sus 10 horas de duración. El respaldo al periodista agraviado por la ilegal prepotencia presidencial generó la convocatoria, pero en realidad cristalizó el temor ante el creciente autoritarismo y la preocupación por el riesgo inminente de la democracia mexicana y las libertades conquistadas. Fue el canal de expresión de hartazgo, acicateado por la polarización promovida desde el poder.", fernandob
"No son pocos los escándalos en este gobierno, pero ahora el teflón que cubría al Presidente se cuarteó, los lujos revelados golpearon a su base después de haber identificado ese estilo de vida en políticos y sus familias con la corrupción que asegura haber erradicado. La avenida del desengaño quedó abierta.", fernandob
"En política, como en la guerra, no puedes mover las piezas sin medir tus fuerzas y las de quienes tienes enfrente. No es juego de azar, tampoco concurso de voluntarismo en donde el deseo puede imponerse por encima de las condiciones. Hay, por supuesto, un margen de incertidumbre, pero los milagros son escasos y lo correcto es tener los pies en la tierra sin que eso signifique renunciar a la audacia. El punto es que siempre debe haber conciencia sobre las posibilidades reales de conseguir los objetivos trazados, así como de las probables consecuencias de las decisiones que se tomen.", fernandob
"Sostener que en la próxima votación puede triunfar la revocación y adelantar la salida del cargo de Andrés Manuel López Obrador es engañar o engañarse. No hay siquiera manera de que se logre 40% de la participación requerida para que el ejercicio sea vinculante. Lo peor es que quienes piensan promover que se vaya el mandatario anticipadamente, acabarían haciéndole un gran favor al hacer campaña y otorgarle credibilidad a lo que ha sido una farsa de principio a fin y cuyo resultado ya se conoce de antemano.", fernandob
"Como todo en el presente gobierno, el propósito es propagandístico. No fueron ciudadanos que le perdieron la confianza al Presidente quienes solicitaron su realización, sino los que pretenden que permanezca y que son promovidos por el propio gobierno en un descarado fraude a la Constitución. Se quiere fortalecer la figura presidencial desde el poder, desvirtuando el procedimiento de rendición de cuentas. Mientras el país padece un cúmulo de crisis que se agravan, la prioridad en Palacio Nacional es avivar el culto a la personalidad, convirtiendo ilegítimamente el procedimiento en ratificación.", fernandob
"El descontento crece junto con los problemas y el abuso de poder de quien revela datos personales y calumnia periodistas desde su púlpito mañanero como revancha a su labor, lo cual generó un rechazo inusitado y espontáneo de la sociedad, pero eso no significa que se le pueda vencer al régimen en un proceso en el que prevalecerá el acarreo de clientelas, pues no hay interés ciudadano en participar. Y se entiende: incluso si sucediera lo inimaginable y se verificara el triunfo de la opción por la revocación con una afluencia mayor que, en algunas elecciones constitucionales, el relevo sería decidido por el mismo grupo que hoy está en la Presidencia.", fernandob
"No hay racionalidad responsable en llevar al país a la desestabilización política para que todo quede igual o peor. Es preferible hacerle vacío y no caer en la trampa populista de hacer girar al país en torno a la figura de un gobernante que debe irse en un par de años, aunque hagan todo para presentar su liderazgo como imprescindible. La derrota del régimen sería el desaire de la inmensa mayoría al numerito megalómano.", fernandob
"No descarto que algunos de quienes argumentan participar en el proceso, llamando a votar por la salida del Presidente, tengan conciencia de la imposibilidad del triunfo. Lo que pasa es que ven el ejercicio como oportunidad para proyectar su figura opositora, pero genera desconfianza que pongan por delante sus intereses personales por sobre la causa fundamental de detener la restauración autoritaria y el deterioro de la vida pública. Pretender crecer a costa de fortalecer al adversario no es un pensamiento estratégico y rompe con consideraciones éticas elementales.", fernandob
